file.name,peak.number,85.1327_TMAO-d9,180.1216_Cotinine-d3,182.1373_Nicotine-N-oxide-d3,184.0774_F-Phe,216.9548_Bromohypoxanthine,319.1737_Oxcodone-d3,378.1968_Trazodone-d6,392.2248_Quetiapine-d8,415.2447_Risperidone-d4,114.0667_Creatinine,117.0856_Creatinine-d3,130.1093_Metformin,136.1126_Amphetamine,150.1283_MethamphetaminePhentermine_1st,150.1283_MethamphetaminePhentermine_2nd,160.1_Pregabalin interference,160.13_Pregabalin interference,160.1338_Pregabalin_2nd,166.09_Pseudoephedrine interference,166.12_Pseudoephedrine interference,166.1232_Pseudoephedrine,172.1338_Gabapentin,177.1028_Cotinine,"180.1025_3,4-Methylenedioxyamphetamine_2nd",193.0977_Hydroxycotinine,"194.1181_3,4-Methyl​enedioxy​methamphetamine",200.1287_Ecgonine,"208.1338_3,4-Methylenedioxy-N-ethylamphetamine",216.0427_Cl-Tyr,233.1654_Norfentanyl,234.1494_Methylphenidate,240.1155_Bupropion,248.1651_Meperidine,256.0157_Lamotrigine,256.1104_Hydroxybupropion,256.1701_Diphenhydramine,258.0127_37Cl Lamotrigine,266.1657_Mirtazapine,276.13_EDDP surrogate interference,278.16_EDDP surrograte,278.1909_EDDP_1st,278.212_Venlafaxine_2nd,282.07_Nitrazepam surrogate,282.0879_Nitrazepam,285.0795_Diazepam,286.0747_7-Aminoclonazepam,286.1443_Hydromorphone_1st,286.1443_Morphine_2nd,287.0587_Oxazepam_2nd,300.16_Hydrocodone_1st,300.16_Codeine_2nd,301.0744_Temazepam,302.1392_Oxymorphone,306.0816_Sertraline,308.15_Zolpidem surrogate,308.1763_Zolpidem_2nd,308.2014_Benztropine_1st,310.1419_Fluoxetine,310.2171_Methadone,313.1487_Olanzapine,316.0489_Clonazepam,316.1549_Oxycodone,319.1036_Chlorpromazine,321.0198_Lorazepam,325.0449_Lorazepam-d4,328.1549_6-Acetylmorphine_1st,328.1549_Naloxone_2nd,330.1505_Paroxetine,337.228_Fentanyl,342.1705_Naltrexone,353.1349_Cotinine glucuronide,372.1591_Trazodone,376.148_Haloperidol,380.1731_Haloperidol-d4,384.1746_Quetiapine,389.1129_Zopiclone,404.1563_Perphenazine,411.2196_Risperidone,448.1559_Aripiprazole,468.3114_Buprenorphine
,7,2058607.501,2352536.515,2140992.232,2587421.261,602738.3457,495099.8902,387819.6612,387100.364,883735.4713,58511997.94,1653641.548,3027274.307,457809.8357,Interfered,Interfered,286173.6407,126289.4016,1669144.335,586904.7108,448362.4388,539014.6045,3895635.469,211748.3964,424029.8227,496701.0989,421381.0325,246413.665,605842.9975,1291772.426,265843.2478,468254.434,324796.6465,754340.6096,203161.586,223442.7528,371313.518,128144.3117,153675.0233,258794.7377,137596.3489,Interfered,Interfered,101779.5517,239113.5033,435673.2081,146971.5271,157233.8642,Interfered,209441.9598,254303.5001,258540.8159,114102.951,159026.6972,239020.9818,99249.54581,Interfered,Interfered,558111.9918,1306685.238,334833.1262,125893.0457,262147.9937,139942.3869,36621.54388,20290.98724,132518.9501,200896.2021,316367.9002,659604.2252,188528.2456,223603.3989,98826.8942,137840.2721,530618.9341,120521.0056,116484.103,129410.1487,246369.3207,62752.37362,238995.0162
,8,1950943.171,2325353.436,1998521.224,2330305.279,582027.7055,486077.8165,367322.2661,434346.2702,752179.628,55007719.39,1541702.002,2970773.493,441246.6276,Interfered,Interfered,273861.2658,112592.3456,1653315.445,525016.8195,337707.5117,617392.5797,3880855.108,213778.2187,426547.7308,453883.7425,451210.3799,222425.062,576739.9455,1225459.199,285582.0912,545424.4696,289600.3025,818808.8393,216468.9066,226405.563,360675.0593,144305.6866,135919.5533,248296.3077,121058.7678,Interfered,Interfered,99390.68561,227447.5445,434318.9013,147921.982,149494.7075,Interfered,190141.3352,244184.1861,244880.6747,120317.6196,164242.1484,230497.9168,90230.44453,Interfered,Interfered,574339.9742,1336104.914,314862.8366,99889.36631,263926.6792,142648.9229,40376.9462,42089.90769,128979.7619,188808.2483,319020.278,636430.7937,168801.5778,218077.6899,96378.61399,127665.0927,513203.7624,141135.4022,115726.087,123591.4877,203856.2408,65091.93776,217427.1831
,9,1938889.858,2321728.916,2204994.909,2461037.46,585004.5976,509008.8593,359847.109,376441.3508,689781.7875,71741281.13,2054504.03,3380719.98,463400.8095,Interfered,Interfered,267460.956,125550.3587,1750281.713,481986.5634,751948.602,Interfered,4063113.967,213888.1641,435354.1471,449129.6755,455148.4659,226213.5768,642919.6634,1262199.102,290573.6564,522546.1785,308375.7144,781141.1431,208198.5806,235040.7006,359472.002,138900.8378,135436.1791,245186.624,78063.30038,Interfered,Interfered,103330.2362,245783.9274,423686.0178,145545.2368,153002.1302,Interfered,201033.7316,252783.3191,260165.507,127212.0352,151003.9569,228932.1514,88631.82488,Interfered,Interfered,597193.8754,1357482.555,286406.6317,74951.5554,248245.6605,146434.553,53535.76671,55418.68388,131512.2136,178890.5782,331335.8438,594058.5918,196434.093,214251.8776,96464.26782,137425.9698,514377.7285,126908.9839,118083.7865,121355.5428,190145.4881,57454.16705,225790.6551
,10,1799823.527,2194173.44,2221854.728,2408712.301,598343.6402,482315.8979,364974.3628,396954.1814,780545.6208,62803394.56,1799926.535,3496682.932,411789.9414,Interfered,Interfered,277524.2715,123656.2023,1589655.522,486937.925,240734.1483,Interfered,3747982.811,201034.9837,459477.8757,495081.4936,493767.1255,266153.7969,603224.2317,1230890.22,282855.2947,523878.1688,306080.8958,789739.9179,213594.3396,234513.7441,346638.5366,139715.7864,121051.0736,228337.7412,83422.75881,Interfered,Interfered,100440.4738,Interfered,377946.4642,143086.9387,143309.9597,Interfered,112959.7214,238101.235,245687.0428,122687.68,142471.9197,214330.0064,80717.12819,Interfered,Interfered,528947.0397,1237947.486,213829.2946,80060.19699,238559.7194,127474.6474,55575.32418,50976.03276,120327.8326,167634.053,289989.8648,610537.5651,177058.2809,228380.8059,96227.15619,132786.1858,494936.2025,126559.102,110231.6978,118725.8384,195975.0426,56583.04076,211295.0565
,11,2010575.369,2082549.495,1804722.372,2047001.025,485655.8746,402924.5214,306438.2002,331419.558,646277.8587,59215903.08,1706531.449,3053889.569,375441.0487,Interfered,Interfered,224990.8657,122457.1847,Interfered,409896.3065,216423.4022,Interfered,3280952.067,201715.7145,377239.7663,416098.3376,408602.5071,214941.9372,525171.9472,957893.0693,242663.4307,421280.859,240367.8281,696984.2974,183742.2188,176118.4334,293331.9226,117520.4411,133019.4573,194901.0535,59021.25911,Interfered,741240.6473,85320.78218,179828.7944,329027.5216,121274.2553,117386.7146,Interfered,85602.6602,211582.6078,201624.7532,99011.51557,134417.1241,182251.9612,63722.98067,Interfered,Interfered,428811.7323,1068191.47,224341.2728,64638.76552,195716.8556,124299.5047,49955.60869,38242.88562,101683.2657,153554.5054,247521.1411,523585.8391,157575.5726,192519.8408,78089.416,110851.5813,421031.1059,111648.9305,97508.53627,95176.1444,169169.7727,59358.67531,172043.5888
,12,2036661.974,2282053.934,1888135.204,2231081.545,142420.9537,443567.298,336023.6274,366127.4216,749071.6032,64737831.48,1872538.439,3459996.315,417859.7058,Interfered,333331.9071,263386.9216,125587.6019,Interfered,437610.6694,245764.1989,681324.9813,3580534.773,204094.7587,405113.6721,479005.0959,492590.2031,254057.0426,555189.9388,1135365.502,249680.0949,465049.8603,271721.3637,751143.0155,197838.1052,216724.2593,289079.7746,132377.0154,159945.097,221942.8197,54966.03338,Interfered,844376.4142,89960.59339,195573.6084,368846.0331,139105.5711,127360.1622,Interfered,119128.6928,212368.8066,227224.3583,112490.5905,134597.9933,213756.7939,92420.01208,Interfered,Interfered,472746.4843,1199098.477,248680.3758,56890.65053,230571.8448,129056.6231,48652.04455,54385.03803,100927.9806,154027.5518,263906.1564,578490.4172,175718.0557,205005.4804,81745.16084,114158.2372,480344.935,Interfered,111746.9446,105156.9542,180099.8232,46992.02222,201035.7222
,13,2302098.522,2483229.823,2099364.557,2322151.624,237809.8599,458186.0098,370761.1981,432511.9351,699033.9386,68473156.65,1957568.216,4320109.69,440536.3803,709135.9925,432531.6633,267038.1924,128593.4428,1703073.15,462231.2411,156693.4495,376187.8562,3777253.016,246370.255,452669.2617,496733.7311,525080.5708,283531.2293,562134.6765,1180021.902,245562.7488,510440.7875,295601.0899,782662.8723,209488.4911,246455.8865,332072.927,135112.8398,156204.2692,178218.6642,71541.38868,708468.8001,915045.7924,100666.4539,230976.9255,399094.3814,Interfered,137381.4156,166913.9938,NPD,244267.6229,223361.7205,194083.1137,132607.5404,219428.6743,97073.69668,429777.1059,Interfered,525647.926,1327065.625,223345.0791,99014.66127,236285.1561,126865.6438,144981.0946,164898.5061,112726.4708,163110.101,301855.8961,616734.0602,183387.2539,220294.2461,89134.71101,128893.5181,517118.9841,139411.6958,122514.0751,134111.6589,176721.7821,78780.6605,213964.9064
20240909_04,1,2757693.862,2438258.904,2694559.066,3136116.147,994045.4029,528054.7505,422616.6091,451040.8615,616442.046,,134472.7917,,156621.5871,290315.0419,Interfered,,5018.794558,172545.5038,NPD,82351.80502,214017.7444,234386.4803,93928.60428,127806.2885,150177.964,219186.6534,108509.4935,170865.6185,1712503.223,163548.1845,287552.7956,165359.634,328476.6765,70983.1385,144978.1499,139268.5675,43128.00262,167882.1343,169649.0468,30704.66472,295692.8362,Interfered,45815.73829,116028.0373,159072.0857,62902.86943,59449.2312,Interfered,148363.7425,99354.86765,103327.2842,163378.532,77243.6803,69427.95126,70345.04184,Interfered,129438.5442,224648.4088,488901.1662,137053.9687,95661.16237,112123.355,56340.4368,69246.95406,198800.5546,62482.7277,84095.70074,119583.0304,214401.1575,137415.3764,81348.85329,38759.8087,71296.89099,630589.5638,67451.19325,55171.257,30733.93985,60715.87046,25711.06889,64226.61475
,2,2182989.346,2668629.428,2387092.225,3477809.399,833424.8754,443774.8044,347366.8026,313862.8442,828232.176,69175513.94,1740263.879,,,Interfered,Interfered,1800174.923,,,419020.282,136716.8572,NPD,,,NPD,NPD,NPD,,,1855362.263,,,,,,<LOD,NPD,NPD,,135375.5868,<LOD,NPD,,NPD,Interfered,1306025.176,,NPD,Interfered,<LOD,NPD,NPD,<LOD,,NPD,,Interfered,Interfered,<LOD,NPD,<LOD,NPD,<LOD,<LOD,<LOD,108350.4372,NPD,NPD,NPD,,NPD,<LOD,,NPD,471577.897,,NPD,,,<LOD,NPD
,3,2087374.815,2179440.427,2408578.264,3830155.084,845829.9292,440795.4394,327018.5921,328361.2805,820518.1712,168895383.4,2055901.579,,,Interfered,Interfered,439049.183,447166.3684,,1578340.453,90038.54977,NPD,,,NPD,NPD,,,,1882518.774,,,,NPD,<LOD,,,NPD,,77896.3395,<LOD,Interfered,NPD,,39979.68383,,<LOD,<LOD,Interfered,NPD,NPD,NPD,<LOD,,NPD,,Interfered,Interfered,NPD,,<LOD,,,NPD,,147807.6425,<LOD,,NPD,<LOD,,,NPD,,432568.5296,,,,,,<LOD
,4,2379712.141,2679362.639,2237457.043,3678118.091,854966.143,434530.3041,403600.1556,418602.7832,785034.9893,77962347.06,2192781.728,,NPD,Interfered,<LOD,462232.0522,590970.4008,,1152450.141,107668.1199,,,136071.3054,NPD,190933.7575,,,,1891236.263,,,,,142264.5103,NPD,NPD,97102.69163,,47167.77437,<LOD,<LOD,,NPD,Interfered,<LOD,,,Interfered,<LOD,NPD,,,,,NPD,Interfered,Interfered,<LOD,,<LOD,NPD,NPD,NPD,,91209.39499,,NPD,NPD,,NPD,479617.31,,<LOD,496249.2852,Interfered,,NPD,,<LOD,
,5,2056197.582,2658595.42,1859950.656,3292578.762,807459.9929,406171.2104,347609.7415,352718.9347,770913.4895,79352790.7,2395643.958,,NPD,NPD,NPD,876952.1612,88196.65477,NPD,640154.964,64625.63213,NPD,,,,,<LOD,,,1771178.104,,,,,<LOD,,,,,105604.2609,NPD,NPD,,<LOD,,NPD,,,NPD,<LOD,,NPD,<LOD,,NPD,,Interfered,Interfered,NPD,,<LOD,NPD,NPD,,,99954.19392,NPD,NPD,,NPD,,,,NPD,486938.8731,,,<LOD,,,NPD
,6,2134382.08,2706370.666,1913380.79,3553452.805,829146.0366,551523.6491,382014.2307,397919.2888,851919.9877,88829207.77,2095346.184,<LOD,,,Interfered,,255761.3654,,976968.168,103873.1006,NPD,,261973.5603,,704917.7985,60586.5788,,,1867655.478,,NPD,<LOD,,NPD,,<LOD,<LOD,,96429.88412,NPD,NPD,,,Interfered,NPD,Interfered,NPD,NPD,NPD,<LOD,NPD,<LOD,<LOD,NPD,Interfered,Interfered,Interfered,NPD,,88485.54576,,NPD,NPD,NPD,71972.16598,<LOD,NPD,NPD,,,427476.1971,<LOD,<LOD,469737.1814,,,,,,NPD
,7,2320852.814,2573473.317,1934910.364,3533071.184,825493.4015,498529.2379,361804.6449,387426.6082,845248.8331,122516156.6,2193237.565,111299954.3,NPD,Interfered,NPD,,226855.8463,,1201110.389,,NPD,,,,,NPD,,NPD,1813453.247,,,41931.70526,,,,<LOD,NPD,,,NPD,NPD,Interfered,10958.68179,Interfered,NPD,Interfered,,Interfered,NPD,<LOD,,,,NPD,Interfered,Interfered,Interfered,NPD,,NPD,<LOD,<LOD,,NPD,92247.30147,,NPD,,<LOD,<LOD,,NPD,,404767.504,Interfered,NPD,,,,<LOD
,8,1956270.19,2461770.866,1832996.578,3409606.133,794667.5287,539994.4805,316020.232,342507.0573,775411.6754,26551613.19,2390582.579,,NPD,NPD,,473141.6762,132941.9872,,181504.2495,632009.8267,<LOD,,,,,,,NPD,1745639.503,,476823.0419,73211.00035,,NPD,,<LOD,,,54725.24262,NPD,NPD,,<LOD,Interfered,NPD,<LOD,,,<LOD,NPD,,NPD,,NPD,,Interfered,Interfered,NPD,,<LOD,,,,NPD,163489.1698,NPD,NPD,<LOD,NPD,,<LOD,<LOD,,382244.4789,Interfered,NPD,<LOD,NPD,,<LOD
,9,2080561.362,2266669.529,1898785.381,3287212.494,749327.5709,520661.2906,342836.9812,334898.5122,736433.7664,47670986.81,2172608.354,,NPD,NPD,,180040.6865,61735.25196,,449111.6141,577808.7347,NPD,,59344.06237,,NPD,,NPD,NPD,1635699.555,,NPD,100484.8454,,NPD,,,NPD,,96775.94405,NPD,Interfered,,<LOD,Interfered,NPD,<LOD,,<LOD,<LOD,,<LOD,,,NPD,,Interfered,Interfered,,,<LOD,,NPD,<LOD,,140367.0197,<LOD,NPD,,,<LOD,NPD,,,316739.0436,,NPD,,,,<LOD
,10,2675858.083,3006710.668,1796833.415,3532289.726,818794.7789,446961.3287,375618.3179,347417.0362,837428.2704,112922193.3,2243190.838,,305942.7387,,,1124604.365,191739.2725,Interfered,781159.418,347570.6342,NPD,,,,,,,,1811066.762,,,28963.03153,,<LOD,,NPD,NPD,NPD,83054.45221,,<LOD,915920.9818,NPD,Interfered,<LOD,Interfered,,,,<LOD,NPD,,,,Interfered,Interfered,Interfered,NPD,,NPD,,NPD,NPD,,NPD,,<LOD,NPD,,NPD,NPD,,,412822.6528,Interfered,NPD,27081.73541,<LOD,<LOD,
,11,2232362.182,2657726.549,1945812.462,3270892.407,672806.9713,495734.0714,328257.9737,310983.9894,800907.4254,86773174.07,2116188.427,,Interfered,,NPD,570908.9077,,Interfered,768562.2708,366164.9571,,,NPD,,<LOD,,NPD,,1648109.752,,,44782.0827,,695529.6263,,NPD,470900.2965,<LOD,71822.24248,<LOD,NPD,,,,,Interfered,,Interfered,<LOD,NPD,NPD,NPD,,,,Interfered,Interfered,,,<LOD,,NPD,,,NPD,,NPD,<LOD,,,<LOD,,,334473.5253,,,<LOD,<LOD,NPD,<LOD
,12,2456213.076,2697431.239,2277861.732,3383300.033,372034.3233,535781.1913,372943.3038,406066.8212,955382.9038,129559900.8,2151647.618,,NPD,,NPD,<LOD,138526.5009,Interfered,500219.9338,471945.6086,,<LOD,,,,,NPD,<LOD,1682466.486,,<LOD,78517.64021,,,,106280.4019,,,NPD,513901.2148,4914585.676,1183932.555,NPD,NPD,NPD,Interfered,NPD,,,,NPD,NPD,NPD,,<LOD,Interfered,Interfered,,925232.5376,,NPD,,,,NPD,,NPD,NPD,,,NPD,,NPD,463492.5747,Interfered,<LOD,,NPD,NPD,<LOD
,13,3205822.615,3148702.006,2247340.375,3104113.001,327763.1475,610983.247,506864.2181,504385.2579,1024987.817,,3021045.369,,547017.2607,901137.9945,586863.9672,<LOD,NPD,Interfered,,67420.13491,738539.8607,615103.536,259578.671,586524.3844,537675.7414,657277.4955,331162.3449,793093.5294,1573595.189,350004.2238,719639.06,435826.0847,1189071.326,217769.5482,286390.5598,503964.5504,153405.493,196175.1739,,96311.90611,987540.0111,727761.7632,,<LOD,585086.5996,Interfered,224158.4378,288720.2879,678474.4633,341171.1744,337923.8296,360653.6814,170323.8973,265073.1107,135507.3432,547550.8826,Interfered,667654.2823,2224140.905,399680.3312,NPD,328702.4313,137717.1909,268154.8767,NPD,179428.4889,246094.6193,409538.3368,909005.9081,256536.8763,266045.5763,145207.5459,184669.1532,687180.3003,168224.7218,146922.7218,150745.4484,283523.304,68393.34401,192010.6033
20240909_05,1,2680888.086,2670295.461,2834823.208,3407952.518,1027653.579,499791.9599,422534.358,464327.9374,1136443.714,10067.11369,33669.15052,320488.1648,150853.8212,281015.9121,Interfered,<LOD,9457.574432,136116.6593,182809.466,77170.79897,185408.2831,171632.965,92652.12362,130517.6433,160373.2541,202706.3887,163340.8363,253698.86,1586589.013,178273.9865,544127.3722,153216.4931,315702.9757,82748.75875,119372.7064,189255.9262,49832.90493,149666.3306,16951.37677,186057.9916,285242.9842,263038.2098,47072.41213,102728.4647,172854.6313,58591.67734,69239.0294,73428.06074,145106.1567,102012.6057,92445.64425,158754.1689,59309.22733,47453.85161,52288.98777,Interfered,152019.5304,153444.3065,487839.5798,187983.4362,55511.77076,119650.3719,41188.87975,70054.26945,223752.6283,62323.56446,93232.72265,114463.919,287909.4725,88524.57135,92313.49057,48297.08337,49896.81996,530455.1113,58456.33335,46542.60656,33874.6443,118100.2217,14243.12367,56035.99163
,2,1753942.23,2789616.2,2486228.56,4136949.389,989685.5309,472088.3754,367401.9274,395055.4822,1055183.323,37251357.7,2124677.958,36661989.07,6200.211408,Interfered,Interfered,57435.94201,74652.01804,46722.17317,350993.8084,63470.54814,6215.659694,6432.858154,17732.17288,NPD,NPD,NPD,4562.598327,NPD,2080744.494,39540.23648,92784.29033,3587.120856,11436.7326,18317.35526,NPD,9499.533155,NPD,30382.3615,62290.95993,NPD,5069.252932,9008.318464,NPD,Interfered,3254.390332,6290.114814,5362.185743,Interfered,<LOD,NPD,4108.624844,NPD,7084.801203,<LOD,NPD,Interfered,Interfered,NPD,NPD,NPD,NPD,NPD,NPD,4014.957568,142097.3716,NPD,4469.042347,NPD,30811.40501,8983.854814,<LOD,20457.91463,11985.36203,416909.4398,Interfered,2807.786309,<LOD,23899.57188,<LOD,7589.145037
,3,2380295.454,2848565.461,2506109.729,4012796.818,911613.0005,632738.8927,356382.5502,346633.7274,765553.2156,29584972.48,2137004.243,512751.9145,NPD,Interfered,Interfered,118402.4617,18008.90611,20179.12773,743019.2557,60868.61644,<LOD,6669.488882,52515.14944,NPD,149405.204,8908.110704,<LOD,4919.113625,1996416.013,19598.68086,24186.84345,4236.679469,77118.32611,NPD,NPD,6942.771821,NPD,9708.857351,42929.81512,7767.057389,NPD,7121.893257,8449.532071,Interfered,NPD,8533.735754,4145.629911,Interfered,<LOD,13526.64872,<LOD,NPD,26309.11952,NPD,<LOD,Interfered,Interfered,<LOD,69911.89274,<LOD,1327.287354,6720.034799,NPD,4730.34134,130576.7048,<LOD,NPD,NPD,<LOD,<LOD,86258.25722,4309.59354,3571.69292,378765.8283,Interfered,4031.519668,4308.904227,28041.16019,1608.532481,<LOD
,4,2666624.675,2242198.786,1763969.526,3927291.555,913624.1481,617460.972,350338.671,349564.2413,927671.2308,49868677.93,2294695.407,196017.4862,10940.25529,Interfered,Interfered,52613.04725,134575.5916,139593.0959,656400.793,299940.9163,21778.60954,NPD,58719.74922,25534.67153,270570.6834,21622.50431,NPD,10398.00383,1918209.672,33640.21559,28580.55061,NPD,44232.16641,138865.3239,11337.26366,8923.262237,93133.18523,12270.8014,80097.09167,6649.992635,7988.425111,740395.9799,NPD,Interfered,6533.776794,Interfered,Interfered,NPD,<LOD,28497.80064,5297.619058,<LOD,3724.640899,NPD,2641.011394,Interfered,Interfered,5193.642781,10847.7197,<LOD,2092.959056,NPD,NPD,NPD,123343.175,41913.75479,NPD,<LOD,<LOD,51788.19583,260549.1363,8539.41659,<LOD,427865.3832,11760.10118,NPD,8707.958563,23930.50751,NPD,<LOD
,5,2057007.916,2989504.543,2484383.984,4132520.579,999807.0982,568828.5304,419188.4327,415485.3668,838437.7466,142865485.8,2537639.477,242261.3573,NPD,Interfered,NPD,70696.06183,37194.94365,46065.26216,1062895.256,39694.40085,34300.55312,6163.293406,81002.38866,68390.99005,1254860.541,129322.9916,13122.39973,NPD,1982045.688,24242.60859,24915.33622,<LOD,13056.56927,NPD,NPD,11469.34794,NPD,81189.98291,70439.23106,13346.97884,11195.35613,16348.43013,1213.033474,Interfered,NPD,2520.801139,9186.313313,Interfered,<LOD,17163.29007,5688.326315,NPD,NPD,NPD,3328.081546,Interfered,Interfered,NPD,65019.29849,73591.1681,1988.163366,NPD,5553.334445,3853.384499,128570.5998,21065.82874,5944.083296,<LOD,8842.514442,22533.23403,186671.6516,NPD,3225.22427,575986.9724,8819.423959,5037.802216,4533.349812,7535.654883,NPD,NPD
,6,2617616.547,2779839.722,2635683.068,3946179.695,959015.3182,592054.1457,372813.9859,355101.0423,939619.9125,67193389.48,2630398.63,183036.6007,NPD,12635.2516,NPD,4546215.762,138735.2411,3531.338389,580827.7001,74955.33707,23000.09294,4178.525662,82733.59492,217797.4528,552309.6513,65379.67512,5475.490987,23563.34375,2016970.987,27214.42811,NPD,2890.483607,8329.482743,NPD,65061.35201,<LOD,NPD,NPD,44263.66798,7646.577702,NPD,10040.74002,1521.187667,Interfered,NPD,3266.645489,17835.91213,Interfered,1994.916992,22323.24726,NPD,NPD,29174.02158,NPD,7505.288686,Interfered,Interfered,11903.85884,140693.145,91699.43939,<LOD,6490.784755,29257.04252,NPD,142055.2125,5393.710645,NPD,NPD,10942.28846,3291.976994,210234.1947,54831.46745,3588.599778,462927.0998,8683.850349,52020.22434,7341.411656,6558.319004,NPD,<LOD
,7,2617280.066,2751024.214,2140779.506,3852872.746,904737.5558,628532.1102,323925.233,400932.1532,976766.3591,44674726.21,1887453.004,58959.97919,NPD,5731.766112,Interfered,991499.6596,156822.4006,<LOD,625195.5628,139810.5491,7661.05558,8684.388131,23202.18766,109320.602,28573.8249,6482.613243,40293.35132,NPD,1939950.902,14193.30421,13062.38869,13643.84931,22891.04207,<LOD,9871.031893,<LOD,1622.011308,<LOD,34562.56742,21226.17811,12392.85907,NPD,<LOD,Interfered,NPD,Interfered,16176.38121,Interfered,<LOD,5678.531121,5287.538149,6572.777832,6505.045498,NPD,NPD,Interfered,Interfered,NPD,73025.93025,81211.15343,<LOD,<LOD,<LOD,2628.918028,116094.9095,NPD,NPD,NPD,<LOD,NPD,NPD,NPD,2395.302739,396396.9552,6274.142123,<LOD,6732.059486,7744.977448,1723.762743,5670.425727
,8,3039886.138,2780663.821,2528034.849,3954580.573,914863.0412,1174632.723,402762.5858,424682.7423,996087.3382,61060703.76,2508964.367,70470.2146,1040797.524,Interfered,Interfered,10197.47487,132619.1773,NPD,377744.6462,273314.8701,<LOD,28726501.05,22086.75242,16545.26839,4414.621562,<LOD,NPD,Interfered,2013221.741,200016.2586,7408.169234,NPD,NPD,NPD,19797.41276,NPD,NPD,50398.9809,23834.63462,NPD,NPD,<LOD,1592.806316,Interfered,6355.097554,Interfered,6844.892117,12804.45981,<LOD,NPD,NPD,NPD,NPD,NPD,2931.218031,Interfered,Interfered,8464.466828,57004.9691,<LOD,1704.120622,19033.11175,695277.8303,NPD,105349.0692,20171.07148,10876.42591,5613.279045,<LOD,15841.83213,NPD,134250.8709,NPD,494617.147,Interfered,3190.566137,9969.860784,10846.19329,NPD,2326.601763
,9,2579813.66,2822712.071,2287724.58,3797960.307,891010.258,431947.2453,414909.9105,382530.9546,951820.9939,94885125.48,2662326.984,71211.31272,NPD,Interfered,NPD,44604.18419,399811.8526,<LOD,355444.6242,265440.4188,NPD,89383.05573,15281.00981,41376.92496,11819.81767,5451.500958,3606.926775,Interfered,1923940.601,18776.12149,NPD,NPD,10593.67429,54366.83472,7271.164,NPD,34293.26992,30706.89027,52975.07691,<LOD,<LOD,3745.88677,NPD,Interfered,<LOD,35333.09545,NPD,Interfered,2880.190933,3451.346996,<LOD,NPD,16767.95996,2747.348032,NPD,Interfered,Interfered,NPD,43988.10248,120557.6375,<LOD,<LOD,3239.777167,2097.670682,140726.408,NPD,8053.873693,<LOD,9369.058587,NPD,<LOD,4170.64609,3980.108909,483620.9056,Interfered,2824.787224,4620.432066,NPD,NPD,3320.572502
,10,3017011.942,3116786.615,2538322.565,3932749.633,970836.6268,564728.2165,449270.5923,430097.6137,918863.0118,67839286.61,2473900.358,88669.80244,Interfered,2392.159846,NPD,7948.472226,145942.3961,7880.199141,597787.8817,430663.2724,NPD,38072.13063,32562.07158,177910.8706,NPD,NPD,27440.62998,Interfered,2034722.65,25414.45737,13404.17277,4133.004873,71633.76242,<LOD,47169.6934,Interfered,NPD,17805.12613,85701.95531,4603.54185,NPD,108366.2413,1728.464772,2271.784568,3489.277697,Interfered,23511.37623,Interfered,NPD,<LOD,<LOD,4148.853123,31699.51534,1757.006568,Interfered,Interfered,Interfered,6191.36788,91500.17421,120606.7201,7486.932866,NPD,<LOD,3249.860319,170777.0971,8553.268048,6897.004714,<LOD,<LOD,7326.335235,NPD,100058.1709,3662.499523,547614.586,6785.991964,2761.895311,4291.487798,<LOD,1927.468068,NPD
,11,2644949.263,2953222.312,2463005.814,3869780.338,333165.2822,576670.8945,386313.5473,408190.3806,939584.7269,129632551,2279056.146,35370.2517,Interfered,3729.455629,NPD,7026.53031,314560.4875,NPD,776213.0544,226565.3678,Interfered,14986.75833,173581.9684,49991.90663,419747.8147,33814.07528,NPD,NPD,1944512.004,40141.93101,<LOD,NPD,NPD,NPD,22115.48597,NPD,9225.999183,7126.408069,31930.84974,<LOD,NPD,<LOD,<LOD,<LOD,NPD,Interfered,19293.39158,NPD,25757.54294,18902.57343,6363.819315,NPD,3719.055059,NPD,NPD,4041.427184,Interfered,46499.35202,67560.94868,<LOD,3883.826902,NPD,NPD,2019.845851,110904.0027,<LOD,NPD,NPD,9673.408565,3969.449676,99045.12405,NPD,4032.5759,442300.4475,Interfered,10046.9489,7606.266057,5904.468814,1749.031438,<LOD
,12,2745731.074,2990708.17,2298711.098,3829092.497,303846.2232,566240.6225,370541.7664,438326.229,773439.9652,44885603.99,2381382.945,31089.1242,2916.992954,NPD,NPD,55098.70883,113741.7208,NPD,322769.3116,239732.1034,Interfered,6362.919141,55008.04309,152610.8102,69363.99176,9773.862799,9842.20795,9491.756737,1890047.833,21129.62858,<LOD,59575.93696,32784.25629,407328.7523,367609.6391,Interfered,258041.6389,9892.997263,1948388.282,<LOD,NPD,NPD,1595.329172,NPD,<LOD,6362.58208,30643.19934,Interfered,358665.7407,<LOD,NPD,NPD,53884.50913,NPD,Interfered,Interfered,<LOD,4239.121964,92521.00654,72645.19219,NPD,6509.514532,3649.045874,3187.851623,127879.6022,NPD,NPD,11459.20745,NPD,3461.372096,94022.82932,NPD,109496.7322,417640.5187,3386.659792,NPD,3668.25508,NPD,<LOD,NPD
